VAR_0,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,Target
-0.2528508942444882,0.303744148321318,-0.25146737174329453,-0.34547610694477776,1.0513698316960896,0.08473522507609983,-1.1200512035354662,0.2121903362031772,1.1284561298228994,1.6521769572659877,0.03673263810439744,-1.0941598006202253,-0.7257201480415169,-0.28406563840869536,-1.0999551386223148,-1.3378829729091555,0.8661069528384998,1.3914784914764367,0.2999981603015507,-1.4277496347925325,0
-1.26032347046321,0.8882700593348456,1.39568031821216,-0.41532804800676254,-0.11294959559448177,-0.5518711509686829,1.21660933554257,-0.7947504916316722,-0.9442246892298378,-0.013426321900304633,-0.4333346009794532,0.6398382409090991,-0.49919150392956513,-0.6866459506919658,-0.37053417523778875,0.41795873001424516,-0.2592054478079253,-0.38036570962515925,2.8511878686579246,-1.005918409085333,1
0.7325274907603129,0.18219908233436938,-0.6748752296530218,0.7904690372440153,-0.1405260568760096,-1.1998732581645972,0.017096460836869987,1.3264552522666033,0.3812720267566501,0.26296304579341717,0.0223512953366209,-2.0704913701806786,0.1772570417833539,1.5373728847664798,-0.9583555114848381,2.3597325066323545,-1.0935741551878932,-1.2269090247030767,0.4591315447799271,-0.5154722492448328,1
-0.5852514380124556,-0.06328595859505463,0.5858868875266166,-1.5651816973646246,1.357573034050101,1.3388976206909198,-0.4289583703516094,0.9131916348796852,2.9719632126939737,-0.358268397234218,1.5482901382135028,1.3762164572162645,0.1819841247499625,-1.5129280282497564,-1.088204557713929,-0.44307355852456737,-1.316974651359111,-1.5853869706451298,-0.8960416112685288,0.33265924480737546,0
-0.611630325046946,0.7938623865807087,-0.028032327818066104,-0.5748766395564606,0.7064583701508426,0.1975390822916098,-1.0927809825269643,1.5962962698929983,0.3753915745325222,-0.44529085225695536,0.3094141487453501,-1.605299251547305,1.0104951828605166,-0.681574992228567,1.125075872667066,-0.5881169595130243,0.19821240382981914,-0.8014224278616119,0.7360172005330612,0.40457355563910313,0
-0.3536400525010724,1.034000202750151,-1.1632525404744847,-0.31066958395220995,0.33891448974500904,-0.5264498435239882,-1.3605867019210456,0.0480423896490447,-0.8999272878964439,0.6641620127550666,0.9248734737276836,-0.8530816146714849,0.7334270051797636,0.08549263485241099,1.0640573916329619,-1.8551844313929595,-1.0258989853678504,2.3767483682109853,1.317190339783181,-0.423483393759997,1
0.6084890064468798,-0.8772842772625776,-1.278900736128678,2.1392981872992385,1.1605945473635715,-0.1259295208398467,1.3566243356787546,-0.7596755131054072,-0.9203758803008536,-0.9435860276117384,0.3532885119074211,1.7641294157139258,0.8678002041840651,0.6252301028083496,-0.27816634744657076,-0.6977225691570511,-0.13453768843698294,0.16383732911052573,-0.8304859342472003,0.29826616262728545,0
-1.75534160630152,-0.10786737425361284,1.017378699950346,1.3451478469720335,-0.6274449446546749,0.24240765825574104,1.4132856611996043,0.29079935235606,-2.5156910865023727,-1.0116999412327565,-0.33518384915051863,-0.29409248708014624,0.6102450731436166,-1.713158959029752,0.844761124547503,0.3327962898749448,-1.1889936293393226,1.93586099292711,2.5639636389057427,-0.3108954585991703,1
1.436037535492113,1.0056246213301272,-0.5157300836210631,0.4749906711689897,0.04227646478969628,-1.1096848586393566,0.408190653673807,0.4007107320325553,0.2965816681242269,-0.29184128227888523,1.5841608612880593,-1.2898494978556114,-0.5216148960440866,2.0837414848447686,0.17245643990731457,0.6405192180140199,-0.9916139434153403,-0.7607219200649921,-0.8291874935946715,0.5836074991518521,0
1.3206836213364568,-1.38291666820204,-0.588565912817532,-0.005589814175979228,-1.3605638003137415,-0.5600486770141222,-0.3337543176739653,-0.49307303048866186,-0.14452735569629144,-0.4688395480839804,0.7166583858072281,2.1055858954980042,3.9129870147988934,1.5716505480109575,-0.8269517088114929,1.1364898649249784,-1.2305448144574356,-1.120086938684033,-1.4034668999007949,0.8116256752448444,0
